Service,Case,Description,Policy Link,Policy_type,Policy_name
Brilliant,Your data is processed and stored in a country that is less friendly to user privacy protection,"By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Brilliant in the U.S.
and will be hosted on U.S.
servers, and you authorize Brilliant to transfer, store and process your information to and in the U.S.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Campfire Writing,Your data is processed and stored in a country that is less friendly to user privacy protection,"If you are located outside the United States and choose to provide information to us, please note that we transfer the data, including Personal Data, to the United States and process it there.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Career Fair Plus,Your data is processed and stored in a country that is less friendly to user privacy protection,"Data is physically stored in the Amazon Web Services or Google Cloud Services Data Centers in the United States
        
Privacy Policy",Privacy Policy,1,Privacy Policy
CNED,Your data is processed and stored in a country that is less friendly to user privacy protection,"</p>
<p>Les données traitées sur instruction du CNED par ces deux prestataires font l’objet d’un hébergement sur le territoire de l’Union Européenne.
Il est toutefois possible, à des fins exclusives de maintenance de l’outil employé pour l’organisation de classes virtuelles, que celles-ci soient accessibles hors de l’union européenne (Etats-Unis).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Discovery,Your data is processed and stored in a country that is less friendly to user privacy protection,"By using the Services and/or providing us with information, you (a) consent to the transfer and/or processing of any information to and in the United States, (b) acknowledge that U.S.
law may provide a lower standard of protection for information than the laws of your location, (c) understand that we will collect, transfer, store, process and share your information from or about you in accordance with this Notice and U.S.
law.</p>
<ol>

Privacy Policy",Privacy Policy,1,Privacy Policy
DoorDash,Your data is processed and stored in a country that is less friendly to user privacy protection,"Regardless of where you use our Services, the information collected as part of that use will be transferred to and maintained on servers located in the United States.
By using our Services, you consent to this collection, transfer, storage, and processing of information to and in the United States.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Gather Town,Your data is processed and stored in a country that is less friendly to user privacy protection,"If you are located outside the United States and choose to provide information to us, please note that we transfer the data, including Personal Data, to the United States and process it there.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Steam China,Your data is processed and stored in a country that is less friendly to user privacy protection,"在中华人民共和国境内收集的个人信息，我们将存储在中华人民共和国境内。
        
Privacy Policy",Privacy Policy,1,Privacy Policy
The Weather Channel,Your data is processed and stored in a country that is less friendly to user privacy protection,"If you are located in the European Union or elsewhere outside of the United States, information that we collect (including through cookies) will be processed and stored in the United States, a jurisdiction in which the data protection and privacy laws may not offer the same level of protection as those in the country where you reside or are a citizen.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Translate,Your data is processed and stored in a country that is less friendly to user privacy protection,"Your information, including Personal Data, may be transferred to — and maintained on — computers located outside of your state, province, country or other governmental jurisdiction where the data protection laws may differ than those from your jurisdiction.</p>
<p>If you are located outside United States and choose to provide information to us, please note that we transfer the data, including Personal Data, to United States and process it there.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
